Date,Station,Category,Value
2008-03-22,Paya Lebar,Max Humidity,100.0
2008-03-22,Paya Lebar,Max Humidity,100.0
2008-03-22,Paya Lebar,Max Humidity,100.0
2008-03-28,Paya Lebar,Max Temperature,34.0
2008-03-28,Paya Lebar,Max Temperature,34.0
2008-04-03,Paya Lebar,Max Humidity,100.0
2008-04-03,Paya Lebar,Max Humidity,100.0
2008-04-03,Paya Lebar,Max Humidity,100.0
2008-04-03,Paya Lebar,Min Temperature,24.0
2008-04-03,Paya Lebar,Min Temperature,24.0
2008-04-03,Paya Lebar,Min Temperature,24.0
2008-04-05,Paya Lebar,Max Humidity,100.0
2008-04-08,Paya Lebar,Max Humidity,100.0
2008-04-08,Paya Lebar,Min Temperature,24.0
2008-04-12,Paya Lebar,Max Humidity,100.0
2008-04-13,Paya Lebar,Max Humidity,100.0
2008-04-13,Paya Lebar,Max Humidity,100.0
2008-04-15,Paya Lebar,Max Humidity,100.0
2008-04-15,Paya Lebar,Max Humidity,100.0
2008-04-15,Paya Lebar,Max Humidity,100.0
2008-04-15,Paya Lebar,Max Humidity,100.0
2008-04-15,Paya Lebar,Max Humidity,100.0
2008-04-15,Paya Lebar,Max Humidity,100.0
2008-04-15,Paya Lebar,Max Humidity,100.0
2008-04-15,Paya Lebar,Min Temperature,24.0
2008-04-16,Paya Lebar,Max Humidity,100.0
2008-04-16,Paya Lebar,Max Humidity,100.0
2008-04-19,Paya Lebar,Max Humidity,100.0
2008-04-19,Paya Lebar,Min Temperature,24.0
2008-04-21,Paya Lebar,Max Humidity,100.0
2008-04-22,Paya Lebar,Max Humidity,100.0
2008-04-22,Paya Lebar,Max Humidity,100.0
2008-04-22,Paya Lebar,Max Humidity,100.0
2008-04-22,Paya Lebar,Min Temperature,24.0
2008-04-24,Paya Lebar,Max Humidity,100.0
2008-04-24,Paya Lebar,Max Humidity,100.0
2008-04-24,Paya Lebar,Max Humidity,100.0
2008-04-24,Paya Lebar,Min Temperature,24.0
2008-04-24,Paya Lebar,Min Temperature,24.0
2008-04-25,Paya Lebar,Max Humidity,100.0
2008-04-25,Paya Lebar,Max Humidity,100.0
2008-04-25,Paya Lebar,Min Temperature,24.0
2008-04-25,Paya Lebar,Min Temperature,24.0
2008-04-25,Paya Lebar,Min Temperature,24.0
2008-05-11,Paya Lebar,Max Humidity,100.0
2008-05-11,Paya Lebar,Max Humidity,100.0
2008-05-11,Paya Lebar,Min Temperature,23.0
2008-05-11,Paya Lebar,Min Temperature,23.0
2008-05-11,Paya Lebar,Min Temperature,23.0
2008-05-11,Paya Lebar,Min Temperature,23.0
2008-05-14,Paya Lebar,Max Humidity,100.0
2008-05-14,Paya Lebar,Max Humidity,100.0
2008-05-14,Paya Lebar,Max Humidity,100.0
2008-05-14,Paya Lebar,Max Humidity,100.0
2008-05-14,Paya Lebar,Max Humidity,100.0
2008-05-14,Paya Lebar,Max Humidity,100.0
2008-05-27,Paya Lebar,Max Humidity,100.0
2008-06-01,Paya Lebar,Max Humidity,100.0
2008-06-06,Paya Lebar,Max Humidity,100.0
2008-06-10,Paya Lebar,Max Humidity,100.0
2008-06-10,Paya Lebar,Min Temperature,23.0
2008-06-11,Paya Lebar,Min Temperature,23.0
2008-06-11,Paya Lebar,Min Temperature,23.0
2008-06-18,Paya Lebar,Max Humidity,100.0
2008-06-22,Paya Lebar,Max Humidity,100.0
2008-06-22,Paya Lebar,Max Humidity,100.0
2008-06-22,Paya Lebar,Max Humidity,100.0
2008-06-22,Paya Lebar,Max Humidity,100.0
2008-06-22,Paya Lebar,Max Humidity,100.0
2008-06-22,Paya Lebar,Min Temperature,23.0
2008-06-22,Paya Lebar,Min Temperature,23.0
2008-06-22,Paya Lebar,Min Temperature,23.0
2008-06-22,Paya Lebar,Min Temperature,23.0
2008-06-28,Paya Lebar,Max Temperature,34.0
2008-07-04,Paya Lebar,Min Temperature,23.0
2008-07-04,Paya Lebar,Min Temperature,23.0
2008-07-09,Paya Lebar,Max Humidity,100.0
2008-07-09,Paya Lebar,Max Humidity,100.0
2008-07-15,Paya Lebar,Max Humidity,100.0
2008-07-15,Paya Lebar,Max Humidity,100.0
2008-07-19,Paya Lebar,Max Humidity,100.0
2008-07-21,Paya Lebar,Max Humidity,100.0
2008-07-21,Paya Lebar,Max Humidity,100.0
2008-07-21,Paya Lebar,Max Humidity,100.0
2008-07-21,Paya Lebar,Max Humidity,100.0
2008-07-21,Paya Lebar,Max Humidity,100.0
2008-07-21,Paya Lebar,Max Humidity,100.0
2008-07-21,Paya Lebar,Max Humidity,100.0
2008-07-22,Paya Lebar,Max Humidity,100.0
2008-07-22,Paya Lebar,Max Humidity,100.0
2008-07-22,Paya Lebar,Max Humidity,100.0
2008-07-23,Paya Lebar,Max Humidity,100.0
2008-07-23,Paya Lebar,Max Humidity,100.0
2008-07-23,Paya Lebar,Min Temperature,23.0
2008-07-24,Paya Lebar,Max Humidity,100.0
2008-07-24,Paya Lebar,Max Humidity,100.0
2008-07-29,Paya Lebar,Max Temperature,33.0
2008-08-07,Paya Lebar,Min Temperature,23.0
2008-08-16,Paya Lebar,Max Humidity,100.0
2008-08-17,Paya Lebar,Max Humidity,100.0
2008-08-24,Paya Lebar,Max Humidity,100.0
2008-08-24,Paya Lebar,Max Humidity,100.0
2008-08-24,Paya Lebar,Max Humidity,100.0
2008-08-24,Paya Lebar,Max Humidity,100.0
2008-08-25,Paya Lebar,Max Humidity,100.0
2008-08-25,Paya Lebar,Max Humidity,100.0
2008-08-25,Paya Lebar,Max Humidity,100.0
2008-08-30,Paya Lebar,Max Temperature,33.0
2008-08-31,Paya Lebar,Max Humidity,100.0
2008-09-03,Paya Lebar,Max Humidity,100.0
2008-09-04,Paya Lebar,Max Humidity,100.0
2008-09-04,Paya Lebar,Max Humidity,100.0
2008-09-05,Paya Lebar,Max Humidity,100.0
2008-10-09,Paya Lebar,Max Humidity,100.0
2008-10-09,Paya Lebar,Max Humidity,100.0
2008-10-13,Paya Lebar,Max Humidity,100.0
2008-10-19,Paya Lebar,Max Temperature,34.0
2008-10-29,Paya Lebar,Max Temperature,34.0
2008-10-29,Paya Lebar,Max Temperature,34.0
2008-11-01,Paya Lebar,Min Temperature,23.0
2008-11-01,Paya Lebar,Min Temperature,23.0
2008-11-12,Paya Lebar,Max Humidity,100.0
2008-11-13,Paya Lebar,Max Humidity,100.0
2008-11-13,Paya Lebar,Max Humidity,100.0
2008-11-27,Paya Lebar,Max Humidity,100.0
2008-12-04,Paya Lebar,Max Humidity,100.0
2008-12-04,Paya Lebar,Max Humidity,100.0
2008-12-04,Paya Lebar,Max Humidity,100.0
2008-12-05,Paya Lebar,Max Temperature,34.0
2008-12-05,Paya Lebar,Max Temperature,34.0
2008-12-08,Paya Lebar,Max Humidity,100.0
2008-12-08,Paya Lebar,Min Temperature,23.0
2008-12-11,Paya Lebar,Max Humidity,100.0
2008-12-11,Paya Lebar,Max Humidity,100.0
2008-12-14,Paya Lebar,Max Humidity,100.0
2008-12-15,Paya Lebar,Max Humidity,100.0
2008-12-15,Paya Lebar,Max Humidity,100.0
2008-12-15,Paya Lebar,Max Humidity,100.0
2008-12-24,Paya Lebar,Max Humidity,100.0
2008-12-24,Paya Lebar,Max Humidity,100.0
2008-12-24,Paya Lebar,Max Humidity,100.0
2008-12-24,Paya Lebar,Max Humidity,100.0
2008-12-24,Paya Lebar,Max Humidity,100.0
2008-12-24,Paya Lebar,Max Humidity,100.0
2008-12-27,Paya Lebar,Max Temperature,34.0
2008-12-29,Paya Lebar,Min Temperature,23.0
2018-01-01,Paya Lebar,Max Humidity,100.0
2018-01-01,Paya Lebar,Max Humidity,100.0
2018-01-01,Paya Lebar,Max Humidity,100.0
2018-01-01,Paya Lebar,Max Humidity,100.0
2018-01-01,Paya Lebar,Max Humidity,100.0
2018-01-01,Paya Lebar,Max Humidity,100.0
2018-01-01,Paya Lebar,Max Humidity,100.0
2018-01-03,Paya Lebar,Max Humidity,100.0
2018-01-07,Paya Lebar,Min Humidity,0.99
2018-01-11,Paya Lebar,Max Humidity,100.0
2018-01-11,Paya Lebar,Max Humidity,100.0
2018-01-12,Paya Lebar,Max Humidity,100.0
2018-01-12,Paya Lebar,Max Humidity,100.0
2018-01-12,Paya Lebar,Max Humidity,100.0
2018-01-12,Paya Lebar,Max Humidity,100.0
2018-01-12,Paya Lebar,Max Humidity,100.0
2018-01-12,Paya Lebar,Max Humidity,100.0
2018-01-12,Paya Lebar,Max Humidity,100.0
2018-01-12,Paya Lebar,Max Humidity,100.0
2018-01-12,Paya Lebar,Max Humidity,100.0
2018-01-12,Paya Lebar,Min Temperature,22.0
2018-01-12,Paya Lebar,Min Temperature,22.0
2018-01-12,Paya Lebar,Min Temperature,22.0
2018-01-12,Paya Lebar,Min Temperature,22.0
2018-01-12,Paya Lebar,Min Temperature,22.0
2018-01-12,Paya Lebar,Min Temperature,22.0
2018-01-12,Paya Lebar,Min Temperature,22.0
2018-01-12,Paya Lebar,Min Temperature,22.0
2018-01-12,Paya Lebar,Min Temperature,22.0
2018-01-12,Paya Lebar,Min Temperature,22.0
2018-01-13,Paya Lebar,Max Humidity,100.0
2018-01-13,Paya Lebar,Max Humidity,100.0
2018-01-13,Paya Lebar,Max Humidity,100.0
2018-01-14,Paya Lebar,Min Temperature,22.0
2018-01-14,Paya Lebar,Min Temperature,22.0
2018-01-14,Paya Lebar,Min Temperature,22.0
2018-01-14,Paya Lebar,Min Temperature,22.0
2018-01-14,Paya Lebar,Min Temperature,22.0
2018-01-14,Paya Lebar,Min Temperature,22.0
2018-01-21,Paya Lebar,Max Temperature,34.0
2018-01-21,Paya Lebar,Max Temperature,34.0
2018-01-21,Paya Lebar,Max Temperature,34.0
2018-01-29,Paya Lebar,Max Temperature,34.0
2018-01-29,Paya Lebar,Max Temperature,34.0
2018-01-31,Paya Lebar,Max Temperature,34.0
2018-01-31,Paya Lebar,Max Temperature,34.0
2018-02-08,Paya Lebar,Min Temperature,23.0
2018-02-12,Paya Lebar,Min Humidity,49.1
2018-02-12,Paya Lebar,Min Humidity,49.1
2018-02-22,Paya Lebar,Max Temperature,34.0
2018-02-22,Paya Lebar,Max Temperature,34.0
2018-02-28,Paya Lebar,Max Temperature,34.0
2018-03-03,Paya Lebar,Max Temperature,34.0
2018-03-06,Paya Lebar,Max Temperature,34.0
2018-03-15,Paya Lebar,Min Humidity,49.36
2018-03-15,Paya Lebar,Min Humidity,49.36
2018-03-17,Paya Lebar,Max Temperature,34.0
2018-03-17,Paya Lebar,Max Temperature,34.0
2018-03-17,Paya Lebar,Max Temperature,34.0
2018-03-19,Paya Lebar,Max Temperature,34.0
2018-03-19,Paya Lebar,Max Temperature,34.0
2018-03-21,Paya Lebar,Max Temperature,34.0
2018-03-22,Paya Lebar,Max Temperature,34.0
2018-03-22,Paya Lebar,Max Temperature,34.0
2018-03-30,Paya Lebar,Max Temperature,34.0
2018-03-31,Paya Lebar,Max Temperature,34.0
2018-04-04,Paya Lebar,Min Temperature,24.0
2018-04-12,Paya Lebar,Max Temperature,35.0
2018-04-12,Paya Lebar,Max Temperature,35.0
2018-04-13,Paya Lebar,Max Temperature,35.0
2018-04-15,Paya Lebar,Max Humidity,100.0
2018-04-25,Paya Lebar,Max Temperature,35.0
2018-04-25,Paya Lebar,Max Temperature,35.0
2018-04-25,Paya Lebar,Max Temperature,35.0
2018-04-25,Paya Lebar,Max Temperature,35.0
2018-04-25,Paya Lebar,Min Humidity,44.14
2018-04-27,Paya Lebar,Min Temperature,24.0
2018-04-27,Paya Lebar,Min Temperature,24.0
2018-04-27,Paya Lebar,Min Temperature,24.0
2018-04-27,Paya Lebar,Min Temperature,24.0
2018-05-02,Paya Lebar,Max Humidity,100.0
2018-05-08,Paya Lebar,Min Humidity,46.67
2018-05-08,Paya Lebar,Min Humidity,46.67
2018-05-09,Paya Lebar,Max Temperature,35.0
2018-05-15,Paya Lebar,Max Humidity,100.0
2018-05-25,Paya Lebar,Min Humidity,46.67
2018-06-01,Paya Lebar,Max Humidity,100.0
2018-06-02,Paya Lebar,Max Humidity,100.0
2018-06-02,Paya Lebar,Max Humidity,100.0
2018-06-02,Paya Lebar,Min Temperature,23.0
2018-06-02,Paya Lebar,Min Temperature,23.0
2018-06-21,Paya Lebar,Max Humidity,100.0
2018-06-21,Paya Lebar,Max Humidity,100.0
2018-06-21,Paya Lebar,Max Humidity,100.0
2018-06-25,Paya Lebar,Min Temperature,23.0
2018-06-28,Paya Lebar,Min Humidity,55.53
2018-06-29,Paya Lebar,Max Humidity,100.0
2018-06-29,Paya Lebar,Max Humidity,100.0
2018-07-07,Paya Lebar,Max Humidity,100.0
2018-07-12,Paya Lebar,Max Temperature,33.0
2018-07-12,Paya Lebar,Max Temperature,33.0
2018-07-12,Paya Lebar,Max Temperature,33.0
2018-07-15,Paya Lebar,Max Humidity,100.0
2018-07-15,Paya Lebar,Max Humidity,100.0
2018-07-15,Paya Lebar,Min Temperature,23.0
2018-07-15,Paya Lebar,Min Temperature,23.0
2018-07-15,Paya Lebar,Min Temperature,23.0
2018-07-15,Paya Lebar,Min Temperature,23.0
2018-07-15,Paya Lebar,Min Temperature,23.0
2018-07-19,Paya Lebar,Max Humidity,100.0
2018-07-20,Paya Lebar,Max Temperature,33.0
2018-07-22,Paya Lebar,Max Temperature,33.0
2018-07-23,Paya Lebar,Max Temperature,33.0
2018-07-23,Paya Lebar,Max Temperature,33.0
2018-07-23,Paya Lebar,Max Temperature,33.0
2018-07-24,Paya Lebar,Max Temperature,33.0
2018-07-24,Paya Lebar,Max Temperature,33.0
2018-07-24,Paya Lebar,Max Temperature,33.0
2018-07-27,Paya Lebar,Max Temperature,33.0
2018-07-28,Paya Lebar,Min Humidity,52.23
2018-08-08,Paya Lebar,Min Temperature,23.0
2018-08-08,Paya Lebar,Min Temperature,23.0
2018-08-12,Paya Lebar,Max Temperature,33.0
2018-08-13,Paya Lebar,Max Temperature,33.0
2018-08-13,Paya Lebar,Max Temperature,33.0
2018-08-13,Paya Lebar,Max Temperature,33.0
2018-08-14,Paya Lebar,Max Temperature,33.0
2018-08-14,Paya Lebar,Max Temperature,33.0
2018-08-14,Paya Lebar,Max Temperature,33.0
2018-08-15,Paya Lebar,Max Temperature,33.0
2018-08-16,Paya Lebar,Max Temperature,33.0
2018-08-20,Paya Lebar,Min Humidity,40.69
2018-08-21,Paya Lebar,Max Temperature,33.0
2018-08-22,Paya Lebar,Max Humidity,100.0
2018-08-22,Paya Lebar,Max Humidity,100.0
2018-08-22,Paya Lebar,Max Humidity,100.0
2018-08-23,Paya Lebar,Max Humidity,100.0
2018-08-23,Paya Lebar,Max Humidity,100.0
2018-08-23,Paya Lebar,Max Temperature,33.0
2018-08-26,Paya Lebar,Max Temperature,33.0
2018-08-27,Paya Lebar,Max Temperature,33.0
2018-08-30,Paya Lebar,Max Temperature,33.0
2018-09-04,Paya Lebar,Max Humidity,100.0
2018-09-07,Paya Lebar,Max Humidity,100.0
2018-09-08,Paya Lebar,Max Humidity,100.0
2018-09-08,Paya Lebar,Max Humidity,100.0
2018-09-08,Paya Lebar,Max Humidity,100.0
2018-09-08,Paya Lebar,Max Humidity,100.0
2018-09-08,Paya Lebar,Max Humidity,100.0
2018-09-08,Paya Lebar,Max Humidity,100.0
2018-09-08,Paya Lebar,Min Temperature,22.0
2018-09-10,Paya Lebar,Max Humidity,100.0
2018-09-10,Paya Lebar,Max Humidity,100.0
2018-09-17,Paya Lebar,Min Humidity,46.14
2018-09-19,Paya Lebar,Max Humidity,100.0
2018-09-19,Paya Lebar,Max Humidity,100.0
2018-09-29,Paya Lebar,Max Temperature,34.0
2018-09-29,Paya Lebar,Max Temperature,34.0
2018-10-01,Paya Lebar,Max Temperature,34.0
2018-10-01,Paya Lebar,Max Temperature,34.0
2018-10-02,Paya Lebar,Max Temperature,34.0
2018-10-03,Paya Lebar,Max Temperature,34.0
2018-10-05,Paya Lebar,Max Temperature,34.0
2018-10-05,Paya Lebar,Max Temperature,34.0
2018-10-05,Paya Lebar,Min Humidity,38.45
2018-10-09,Paya Lebar,Max Humidity,100.0
2018-10-09,Paya Lebar,Max Humidity,100.0
2018-10-10,Paya Lebar,Max Humidity,100.0
2018-10-10,Paya Lebar,Max Humidity,100.0
2018-10-10,Paya Lebar,Max Humidity,100.0
2018-10-11,Paya Lebar,Max Humidity,100.0
2018-10-11,Paya Lebar,Max Humidity,100.0
2018-10-12,Paya Lebar,Max Humidity,100.0
2018-10-12,Paya Lebar,Max Humidity,100.0
2018-10-19,Paya Lebar,Max Temperature,34.0
2018-10-21,Paya Lebar,Max Temperature,34.0
2018-10-22,Paya Lebar,Max Temperature,34.0
2018-10-22,Paya Lebar,Max Temperature,34.0
2018-10-22,Paya Lebar,Min Temperature,12.0
2018-10-30,Paya Lebar,Max Temperature,34.0
2018-11-02,Paya Lebar,Max Humidity,100.0
2018-11-02,Paya Lebar,Max Humidity,100.0
2018-11-08,Paya Lebar,Max Temperature,35.0
2018-11-08,Paya Lebar,Max Temperature,35.0
2018-11-17,Paya Lebar,Max Humidity,100.0
2018-11-17,Paya Lebar,Max Humidity,100.0
2018-11-17,Paya Lebar,Min Temperature,23.0
2018-11-22,Paya Lebar,Max Humidity,100.0
2018-11-22,Paya Lebar,Max Humidity,100.0
2018-11-24,Paya Lebar,Min Humidity,49.62
2018-12-04,Paya Lebar,Max Temperature,34.0
2018-12-05,Paya Lebar,Max Humidity,100.0
2018-12-19,Paya Lebar,Max Temperature,34.0
2018-12-20,Paya Lebar,Max Temperature,34.0
2018-12-20,Paya Lebar,Max Temperature,34.0
2018-12-25,Paya Lebar,Max Temperature,34.0
2018-12-25,Paya Lebar,Max Temperature,34.0
2018-12-26,Paya Lebar,Max Temperature,34.0
2018-12-28,Paya Lebar,Max Temperature,34.0
2018-12-28,Paya Lebar,Max Temperature,34.0
2018-12-28,Paya Lebar,Max Temperature,34.0
2018-12-28,Paya Lebar,Max Temperature,34.0
2018-12-28,Paya Lebar,Max Temperature,34.0
2018-12-28,Paya Lebar,Min Humidity,49.62
2018-12-28,Paya Lebar,Min Humidity,49.62
2018-12-28,Paya Lebar,Min Humidity,49.62
2018-12-28,Paya Lebar,Min Humidity,49.62
2018-12-28,Paya Lebar,Min Humidity,49.62
2018-12-30,Paya Lebar,Max Temperature,34.0
2018-12-30,Paya Lebar,Max Temperature,34.0
